frequency_rank,character,pinyin
75054,抱成一团,bao cheng yi tuan
75055,林更新,lin geng xin
75056,叶云,ye yun
75057,佩恩,pei en
75058,星点,xing dian
75059,听声,ting sheng
75060,卫哲,wei zhe
75061,日航,ri hang
75062,缝合线,feng he xian
75063,张彬,zhang bin
75064,土语,tu yu
75065,曹锟,cao kun
75066,首辆,shou liang
75067,开环,kai huan
75068,石竹,shi zhu
75069,小产,xiao chan
75070,大宁店,da ning dian
75071,卢植,lu zhi
75072,茶盘,cha pan
75073,士气高昂,shi qi gao ang
75074,兰登,lan deng
75075,张炎,zhang yan
75076,总体性,zong ti xing
75077,宁武,ning wu
75078,匈牙利站,xiong ya li zhan
75079,杀人不见血,sha ren bu jian xue
75080,老段,lao duan
75081,连豆市场,lian dou shi chang
75082,何丽,he li
75083,万先生,wan xian sheng
75084,持有量,chi you liang
75085,跳级,tiao ji
75086,稻苗,dao miao
75087,代养,dai yang
75088,宋教仁,song jiao ren
75089,既往不咎,ji wang bu jiu
75090,猛醒,meng xing
75091,谷草,gu cao
75092,马向景,ma xiang jing
75093,笼络人心,long luo ren xin
75094,掠夺式,lve duo shi
75095,镁光,mei guang
75096,冯科,feng ke
75097,黄立行,huang li xing
75098,杂役,za yi
75099,风云际会,feng yun ji hui
75100,消磁,xiao ci
75101,兴味,xing wei
75102,阔叶树,kuo ye shu
75103,杨秋池,yang qiu chi
75104,扯破,che po
75105,尿囊液,niao nang ye
75106,和事佬,he shi lao
75107,冯明昌,feng ming chang
75108,陈丽华,chen li hua
75109,宾夕法尼亚,bin xi fa ni ya
75110,科工贸,ke gong mao
75111,残页,can ye
75112,永城,yong cheng
75113,任玉岭,ren yu ling
75114,梅克保,mei ke bao
75115,汊,cha
75116,健身球,jian shen qiu
75117,土系,tu xi
75118,张彪,zhang biao
75119,陈震,chen zhen
75120,郝蕾,hao lei
75121,吴平,wu ping
75122,胰体,yi ti
75123,小果,xiao guo
75124,泄水,xie shui
75125,麦克米伦,mai ke mi lun
75126,传为美谈,chuan wei mei tan
75127,陈清泰,chen qing tai
75128,风轻云淡,feng qing yun dan
75129,广丰县,guang feng xian
75130,扎堆儿,zha dui er
75131,昌吉州,chang ji zhou
75132,贤慧,xian hui
75133,铁流,tie liu
75134,覚,jue
75135,秦瑶,qin yao
75136,糟踏,zao ta
75137,格拉斯,ge la si
75138,经世致用,jing shi zhi yong
75139,千金难买,qian jin nan mai
75140,唐中宗,tang zhong zong
75141,千恩万谢,qian en wan xie
75142,甘辛,gan xin
75143,戏装,xi zhuang
75144,初花,chu hua
75145,万载县,wan zai xian
75146,列维,lie wei
75147,密使,mi shi
75148,孟老师,meng lao shi
75149,从江县,cong jiang xian
75150,睫状肌,jie zhuang ji
75151,周卫国,zhou wei guo
75152,忑,te
75153,欧安,ou an
75154,一箱箱,yi xiang xiang
75155,华伦天,hua lun tian
75156,夏耕,xia geng
75157,皮开肉绽,pi kai rou zhan
75158,成何体统,cheng he ti tong
75159,氧化镁,yang hua mei
75160,坭,ni
75161,路轨,lu gui
75162,投效,tou xiao
75163,左佳音,zuo jia yin
75164,鄯善,shan shan
75165,觐,jin
75166,巴克莱,ba ke lai
75167,无关大局,wu guan da ju
75168,丙酮酸,bing tong suan
75169,毛人,mao ren
75170,兰黛,lan dai
75171,万米,wan mi
75172,九龙山,jiu long shan
75173,有林地,you lin di
75174,德斯帕蒂,de si pa di
75175,亲属们,qin shu men
75176,易读,yi du
75177,梭梭,suo suo
75178,同济医学院,tong ji yi xue yuan
75179,杂家,za jia
75180,南里,nan li
75181,心腹之患,xin fu zhi huan
75182,贱内,jian nei
75183,展露无遗,zhan lu wu yi
75184,智子,zhi zi
75185,光阴似箭,guang yin si jian
75186,表姐夫,biao jie fu
75187,背信,bei xin
75188,网络协议,wang luo xie yi
75189,耳福,er fu
75190,大咧咧,da lie lie
75191,正理,zheng li
75192,弄钱,nong qian
75193,土性,tu xing
75194,鼠目寸光,shu mu cun guang
75195,丰泽区,feng ze qu
75196,马洛卡,ma luo ka
75197,阻燃剂,zu ran ji
75198,知人善任,zhi ren shan ren
75199,发愿,fa yuan
75200,巍然,wei ran
75201,牛舍,niu she
75202,日轮,ri lun
75203,兼容并包,jian rong bing bao
75204,溪涧,xi jian
75205,海珠,hai zhu
75206,民工潮,min gong chao
75207,占用率,zhan yong lv
75208,纳杰夫,na jie fu
75209,统一发票,tong yi fa piao
75210,罗城店,luo cheng dian
75211,电码,dian ma
75212,欧某,ou mou
75213,隆盛,long sheng
75214,跨线桥,kua xian qiao
75215,糖蜜,tang mi
75216,泰罗,tai luo
75217,努尔,nu er
75218,安祚永,an zuo yong
75219,同源的,tong yuan de
75220,股评家,gu ping jia
75221,黄南,huang nan
75222,薑,jiang
75223,测试测试,ce shi ce shi
75224,让杨,rang yang
75225,白奇伟,bai qi wei
75226,孙师傅,sun shi fu
75227,秦乐,qin le
75228,故道,gu dao
75229,清辉,qing hui
75230,滤光片,lv guang pian
75231,炎凉,yan liang
75232,反射光,fan she guang
75233,臂部,bi bu
75234,张建军,zhang jian jun
75235,土杂,tu za
75236,金玉良言,jin yu liang yan
75237,牛家,niu jia
75238,女人家,nv ren jia
75239,植物学家,zhi wu xue jia
75240,阳信,yang xin
75241,临高县,lin gao xian
75242,首钢队,shou gang dui
75243,华云翔,hua yun xiang
75244,事到临头,shi dao lin tou
75245,临淄区,lin zi qu
75246,张大娘,zhang da niang
75247,苏慧伦,su hui lun
75248,治愈者,zhi yu zhe
75249,统计员,tong ji yuan
75250,呵呵大笑,he he da xiao
75251,隔离墩,ge li dun
75252,鲁斯,lu si
75253,超文本,chao wen ben
75254,智利队,zhi li dui
75255,吴书记,wu shu ji
75256,阿猫阿狗,a mao a gou
75257,切近,qie jin
75258,中量级,zhong liang ji
75259,更始,geng shi
75260,刘虹,liu hong
75261,费周章,fei zhou zhang
75262,大前天,da qian tian
75263,显亮,xian liang
75264,张鲁,zhang lu
75265,斯蒂夫,si di fu
75266,油腔滑调,you qiang hua diao
75267,周武王,zhou wu wang
75268,钦州市,qin zhou shi
75269,深筋膜,shen jin mo
75270,狮子山,shi zi shan
75271,皂化,zao hua
75272,租船,zu chuan
75273,第五层,di wu ceng
75274,川沙,chuan sha
75275,吴茱萸,wu zhu yu
75276,管严,guan yan
75277,怀德,huai de
75278,西安晚报,xi an wan bao
75279,方文山,fang wen shan
75280,许仙,xu xian
75281,高踞,gao ju
75282,炸锅,zha guo
75283,凶兆,xiong zhao
75284,夫人们,fu ren men
75285,换工,huan gong
75286,实体化,shi ti hua
75287,冤仇,yuan chou
75288,本于,ben yu
75289,机关算尽,ji guan suan jin
75290,第二十二章,di er shi er zhang
75291,逆子,ni zi
75292,宏博,hong bo
75293,阱,jing
75294,薛佳凝,xue jia ning
75295,散发性,san fa xing
75296,海虹,hai hong
75297,小颜,xiao yan
75298,设计员,she ji yuan
75299,务须,wu xu
75300,马良,ma liang
75301,环保性,huan bao xing
75302,路遥,lu yao
75303,密封条,mi feng tiao
75304,娜拉,na la
75305,街坊们,jie fang men
75306,禹冰,yu bing
75307,鸣金收兵,ming jin shou bing
75308,卤化物,lu hua wu
75309,物理所,wu li suo
75310,徐渭,xu wei
75311,章某,zhang mou
75312,延安西路,yan an xi lu
75313,晋南,jin nan
75314,张挂,zhang gua
75315,娉婷,ping ting
75316,望谟县,wang mo xian
75317,林洁,lin jie
75318,尽心尽责,jin xin jin ze
75319,胡德平,hu de ping
75320,水木清华,shui mu qing hua
75321,盘运,pan yun
75322,白种,bai zhong
75323,果边,guo bian
75324,背风,bei feng
75325,唐果,tang guo
75326,陈晶晶,chen jing jing
75327,王树声,wang shu sheng
75328,付印,fu yin
75329,床架,chuang jia
75330,偏巧,pian qiao
75331,麦乐迪,mai le di
75332,活火山,huo huo shan
75333,旁征博引,pang zheng bo yin
75334,增订,zeng ding
75335,汤泉,tang quan
75336,四季常青,si ji chang qing
75337,少管所,shao guan suo
75338,交通支,jiao tong zhi
75339,天津卫,tian jin wei
75340,林惜雪,lin xi xue
75341,猛升,meng sheng
75342,圣诞卡,sheng dan ka
75343,服色,fu se
75344,裙带关系,qun dai guan xi
75345,蠟,la
75346,加勒,jia lei
75347,明嘉靖,ming jia jing
75348,海洋性,hai yang xing
75349,谒陵,ye ling
75350,电子表格,dian zi biao ge
75351,小鬼当家,xiao gui dang jia
75352,副师长,fu shi zhang
75353,黄烟,huang yan
75354,张海峰,zhang hai feng
75355,歪脖子,wai bo zi
75356,铁芳,tie fang
75357,黎南,li nan
75358,丹江,dan jiang
75359,双江,shuang jiang
75360,代替品,dai ti pin
75361,武天洪,wu tian hong
75362,齐某,qi mou
75363,打包票,da bao piao
75364,放样,fang yang
75365,万劫,wan jie
75366,管道工,guan dao gong
75367,中关村地区,zhong guan cun di qu
75368,井喷式,jing pen shi
75369,劫夺,jie duo
75370,重望,zhong wang
75371,游程,you cheng
75372,罗俊峰,luo jun feng
75373,小茹,xiao ru
75374,老泪,lao lei
75375,候机室,hou ji shi
75376,内秀,nei xiu
75377,粪肥,fen fei
75378,秦怡,qin yi
75379,万维,wan wei
75380,慕容雪,mu rong xue
75381,英国站,ying guo zhan
75382,范亨,fan heng
75383,里手,li shou
75384,报晓,bao xiao
75385,穷山恶水,qiong shan e shui
75386,学期期,xue qi qi
75387,卢勤,lu qin
75388,生存竞争,sheng cun jing zheng
75389,宣城市,xuan cheng shi
75390,阴唇,yin chun
75391,周文王,zhou wen wang
75392,题海,ti hai
75393,沉淀法,chen dian fa
75394,凌雪,ling xue
75395,湘黔,xiang qian
75396,林科院,lin ke yuan
75397,又哭又闹,you ku you nao
75398,词素,ci su
75399,渡槽,du cao
75400,能文能武,neng wen neng wu
75401,葶,ting
75402,一字字,yi zi zi
75403,议购,yi gou
75404,吴若甫,wu ruo fu
75405,晋京,jin jing
75406,丽姿,li zi
75407,划价,hua jia
75408,第十九届,di shi jiu jie
75409,刘昕,liu xin
75410,挨家,ai jia
75411,追赃,zhui zang
75412,利川,li chuan
75413,大老粗,da lao cu
75414,窦性心,dou xing xin
75415,处之泰然,chu zhi tai ran
75416,钟祥,zhong xiang
75417,瞰,kan
75418,阳关道,yang guan dao
75419,郭晋安,guo jin an
75420,名扬四海,ming yang si hai
75421,李家祥,li jia xiang
75422,隆和,long he
75423,昭然,zhao ran
75424,连氏,lian shi
75425,橄榄石,gan lan shi
75426,发妻,fa qi
75427,仲秋,zhong qiu
75428,张之亮,zhang zhi liang
75429,幽居,you ju
75430,画稿,hua gao
75431,遵化,zun hua
75432,青原,qing yuan
75433,邢元敏,xing yuan min
75434,田坛,tian tan
75435,孙丽,sun li
75436,汉克,han ke
75437,壮士断腕,zhuang shi duan wan
75438,王晓玲,wang xiao ling
75439,李征,li zheng
75440,秋阳,qiu yang
75441,软蛋,ruan dan
75442,新邵县,xin shao xian
75443,国统区,guo tong qu
75444,第四家,di si jia
75445,去斑,qu ban
75446,厉建中,li jian zhong
75447,先考,xian kao
75448,百口莫辩,bai kou mo bian
75449,阳光卫视,yang guang wei shi
75450,转发者,zhuan fa zhe
75451,下降率,xia jiang lv
75452,人人为我,ren ren wei wo
75453,恩义,en yi
75454,华茂,hua mao
75455,灵猫,ling mao
75456,鳅,qiu
75457,简单劳动,jian dan lao dong
75458,罗世谦,luo shi qian
75459,侧记,ce ji
75460,压港,ya gang
75461,克夫,ke fu
75462,不可言传,bu ke yan chuan
75463,合作性,he zuo xing
75464,许超凡,xu chao fan
75465,雅迦娜,ya jia na
75466,不打不相识,bu da bu xiang shi
75467,偷生,tou sheng
75468,郑书记,zheng shu ji
75469,蠢材,chun cai
75470,红松,hong song
75471,赔不起,pei bu qi
75472,三极管,san ji guan
75473,图例,tu li
75474,直抒胸臆,zhi shu xiong yi
75475,张晓彬,zhang xiao bin
75476,急遽,ji ju
75477,成人化,cheng ren hua
75478,滴定法,di ding fa
75479,至圣,zhi sheng
75480,罗军,luo jun
75481,处以死刑,chu yi si xing
75482,徒孙,tu sun
75483,空口,kong kou
75484,陈校长,chen xiao zhang
75485,城寨,cheng zhai
75486,经师,jing shi
75487,陈新华,chen xin hua
75488,参禅,can chan
75489,帐子,zhang zi
75490,人文性,ren wen xing
75491,叠罗汉,die luo han
75492,寸草,cun cao
75493,横波,heng bo
75494,人权宣言,ren quan xuan yan
75495,荣家,rong jia
75496,港汇店,gang hui dian
75497,乖戾,guai li
75498,赵飞燕,zhao fei yan
75499,高主任,gao zhu ren
75500,执法犯法,zhi fa fan fa
75501,包河区,bao he qu
75502,师表,shi biao
75503,软体动物,ruan ti dong wu
75504,功利化,gong li hua
75505,聋哑学校,long ya xue xiao
75506,胡编,hu bian
75507,棉条,mian tiao
75508,间苗,jian miao
75509,简谱,jian pu
75510,露底,lou di
75511,散曲,san qu
75512,庄户,zhuang hu
75513,胸怀大志,xiong huai da zhi
75514,抽成,chou cheng
75515,万达队,wan da dui
75516,纸烟,zhi yan
75517,彭越,peng yue
75518,晚成,wan cheng
75519,孟浩,meng hao
75520,猱,nao
75521,争优,zheng you
75522,精纺,jing fang
75523,耍性子,shua xing zi
75524,乘隙,cheng xi
75525,皮肉之苦,pi rou zhi ku
75526,概莫能外,gai mo neng wai
75527,收监,shou jian
75528,时尚性,shi shang xing
75529,寻开心,xun kai xin
75530,商务部市场,shang wu bu shi chang
75531,中缝,zhong feng
75532,叙利亚队,xu li ya dui
75533,一起自杀式,yi qi zi sha shi
75534,钱家,qian jia
75535,题刻,ti ke
75536,王庭,wang ting
75537,腕骨,wan gu
75538,参数化,can shu hua
75539,项俊波,xiang jun bo
75540,布帛,bu bo
75541,假条,jia tiao
75542,弄开,nong kai
75543,发蜡,fa la
75544,休假日,xiu jia ri
75545,童某,tong mou
75546,上谷,shang gu
75547,人民文化宫,ren min wen hua gong
75548,推磨,tui mo
75549,王蔚,wang wei
75550,小心眼儿,xiao xin yan er
75551,军衣,jun yi
75552,他山之石,ta shan zhi shi
75553,菓,guo
75554,国华,guo hua
75555,五华区,wu hua qu
75556,选调生,xuan diao sheng
75557,东乡县,dong xiang xian
75558,簪子,zan zi
75559,闪长岩,shan zhang yan
75560,描金,miao jin
75561,拜堂,bai tang
75562,刘浩,liu hao
75563,书迷,shu mi
75564,参考点,can kao dian
75565,尿路结石,niao lu jie shi
75566,官官相护,guan guan xiang hu
75567,顺服,shun fu
75568,老邱,lao qiu
75569,赵国荣,zhao guo rong
75570,普通高,pu tong gao
75571,热化,re hua
75572,褂子,gua zi
75573,闭气,bi qi
75574,艾诺,ai nuo
75575,福克斯公司,fu ke si gong si
75576,陪葬品,pei zang pin
75577,陈光明,chen guang ming
75578,耳针,er zhen
75579,畏畏缩缩,wei wei suo suo
75580,乱麻,luan ma
75581,茶饭不思,cha fan bu si
75582,诺华,nuo hua
75583,露娜,lu na
75584,试婚,shi hun
75585,差之毫厘,cha zhi hao li
75586,广州港,guang zhou gang
75587,辨清,bian qing
75588,桑巴,sang ba
75589,斯帕莱蒂,si pa lai di
75590,维斯,wei si
75591,妄自尊大,wang zi zun da
75592,隆乳,long ru
75593,安德,an de
75594,石渠,shi qu
75595,何只,he zhi
75596,检验室,jian yan shi
75597,倾巢出动,qing chao chu dong
75598,香消玉殒,xiang xiao yu yun
75599,莱西市,lai xi shi
75600,解意,jie yi
75601,柳腰,liu yao
75602,大为吃惊,da wei chi jing
75603,乐迷们,yue mi men
75604,关于本,guan yu ben
75605,陶然亭,tao ran ting
75606,萎顿,wei dun
75607,韦烈,wei lie
75608,垫款,dian kuan
75609,亲日,qin ri
75610,液化气站,ye hua qi zhan
75611,麦当劳餐厅,mai dang lao can ting
75612,远缘,yuan yuan
75613,王有杰,wang you jie
75614,难能,nan neng
75615,灘,tan
75616,郑元畅,zheng yuan chang
75617,商于,shang yu
75618,王珍,wang zhen
75619,关键部分,guan jian bu fen
75620,人心涣散,ren xin huan san
75621,里多,li duo
75622,义马,yi ma
75623,基冈,ji gang
75624,冲动性,chong dong xing
75625,明码实价,ming ma shi jia
75626,朱光亚,zhu guang ya
75627,鲁迪,lu di
75628,兴商,xing shang
75629,黄毅,huang yi
75630,肱动脉,gong dong mai
75631,潘帅,pan shuai
75632,闲居,xian ju
75633,压迫者,ya po zhe
75634,扔过去,reng guo qu
75635,灵石县,ling shi xian
75636,以正视听,yi zheng shi ting
75637,舌骨,she gu
75638,扬中,yang zhong
75639,脏污,zang wu
75640,詹咏然,zhan yong ran
75641,吉拉德,ji la de
75642,封开,feng kai
75643,陈情,chen qing
75644,耐蚀性,nai shi xing
75645,王德军,wang de jun
75646,本利,ben li
75647,一贯性,yi guan xing
75648,铅笔画,qian bi hua
75649,不知所终,bu zhi suo zhong
75650,纳尼,na ni
75651,瞑,ming
75652,旁侧,pang ce
75653,紫金港,zi jin gang
75654,四面体,si mian ti
75655,东方路,dong fang lu
75656,廖学,liao xue
75657,李武,li wu
75658,应用问题,ying yong wen ti
75659,督察员,du cha yuan
75660,坚果类,jian guo lei
75661,曹爽,cao shuang
75662,对称轴,dui chen zhou
75663,垂线,chui xian
75664,震天动地,zhen tian dong di
75665,珠玑,zhu ji
75666,烤干,kao gan
75667,司炉,si lu
75668,人民阵线,ren min zhen xian
75669,油封,you feng
75670,漁,yu
75671,介绍介绍,jie shao jie shao
75672,余彭年,yu peng nian
75673,冠状窦,guan zhuang dou
75674,普林斯顿,pu lin si dun
75675,尊姓大名,zun xing da ming
75676,丝毫不差,si hao bu cha
75677,王垠,wang yin
75678,奥多,ao duo
75679,比勒陀利亚,bi le tuo li ya
75680,安塞,an sai
75681,连南,lian nan
75682,利夫尼,li fu ni
75683,装配线,zhuang pei xian
75684,工服,gong fu
75685,徐庆,xu qing
75686,尼米兹,ni mi zi
75687,离弦之箭,li xian zhi jian
75688,雷山县,lei shan xian
75689,厦门站,xia men zhan
75690,思考者,si kao zhe
75691,陈大爷,chen da ye
75692,范博梅尔,fan bo mei er
75693,卡特里娜,ka te li na
75694,相成,xiang cheng
75695,盂县,yu xian
75696,汉图楚娃,han tu chu wa
75697,秦龙,qin long
75698,第十版,di shi ban
75699,陈纯,chen chun
75700,沙暴,sha bao
75701,李智,li zhi
75702,厚颜,hou yan
75703,科华,ke hua
75704,重重叠叠,chong chong die die
75705,谢安,xie an
75706,胡葆森,hu bao sen
75707,灭迹,mie ji
75708,缝缝补补,feng feng bu bu
75709,巢脾,chao pi
75710,花饰,hua shi
75711,震响,zhen xiang
75712,高中级,gao zhong ji
75713,张博,zhang bo
75714,小肖,xiao xiao
75715,北岳,bei yue
75716,河西地区,he xi di qu
75717,开炉,kai lu
75718,愈合率,yu he lv
75719,苟且偷生,gou qie tou sheng
75720,邓飞,deng fei
75721,坎坎坷坷,kan kan ke ke
75722,清教徒,qing jiao tu
75723,赵无忌,zhao wu ji
75724,严丝合缝,yan si he feng
75725,书体,shu ti
75726,心不烦,xin bu fan
75727,刘玉明,liu yu ming
75728,由此及彼,you ci ji bi
75729,幢幢,chuang chuang
75730,位带,wei dai
75731,日薄西山,ri bo xi shan
75732,洗尘,xi chen
75733,泰坦,tai tan
75734,弯子,wan zi
75735,扶危济困,fu wei ji kun
75736,守身如玉,shou shen ru yu
75737,黄慧,huang hui
75738,畜产,xu chan
75739,坐式,zuo shi
75740,李亨,li heng
75741,史蒂芬,shi di fen
75742,锋刃,feng ren
75743,菌痢,jun li
75744,脱粒机,tuo li ji
75745,债款,zhai kuan
75746,龙胜,long sheng
75747,第四系,di si xi
75748,中介所,zhong jie suo
75749,哀声,ai sheng
75750,常绿阔叶林,chang lv kuo ye lin
75751,划桨,hua jiang
75752,扬花,yang hua
75753,牌九,pai jiu
75754,官田,guan tian
75755,旅游热,lv you re
75756,肖春飞,xiao chun fei
75757,赫斯基,he si ji
75758,高智能,gao zhi neng
75759,打谷机,da gu ji
75760,稀释法,xi shi fa
75761,单打一,dan da yi
75762,此路不通,ci lu bu tong
75763,小岳,xiao yue
75764,詠,yong
75765,杨秀珠,yang xiu zhu
75766,健儿们,jian er men
75767,胡定欣,hu ding xin
75768,宁日,ning ri
75769,铜梁县,tong liang xian
75770,沉吟不语,chen yin bu yu
75771,大枪,da qiang
75772,直角三角形,zhi jiao san jiao xing
75773,李慧珍,li hui zhen
75774,昆明湖,kun ming hu
75775,修水县,xiu shui xian
75776,东城法院,dong cheng fa yuan
75777,护堤,hu di
75778,集纳,ji na
75779,茭,jiao
75780,浮想,fu xiang
75781,竺可桢,zhu ke zhen
75782,格林纳达,ge lin na da
75783,条播,tiao bo
75784,大屿山,da yu shan
75785,刘力,liu li
75786,深圳公司,shen zhen gong si
75787,朱师傅,zhu shi fu
75788,赵健,zhao jian
75789,赤霉素,chi mei su
75790,反转录,fan zhuan lu
75791,锅盔,guo kui
75792,金大龙,jin da long
75793,李茜,li qian
75794,粥样斑,zhou yang ban
75795,醢,hai
75796,余杰,yu jie
75797,导电性,dao dian xing
75798,嫌隙,xian xi
75799,罗欢欢,luo huan huan
75800,格伦,ge lun
75801,娇好,jiao hao
75802,突变率,tu bian lv
75803,凌朔,ling shuo
75804,寥落,liao luo
75805,挟带,xie dai
75806,哥舒翰,ge shu han
75807,武昌起义,wu chang qi yi
75808,林文龙,lin wen long
75809,心浮,xin fu
75810,拿大奖,na da jiang
75811,马丽,ma li
75812,市场性,shi chang xing
75813,游戏界,you xi jie
75814,气郁,qi yu
75815,鱼水情,yu shui qing
75816,借读生,jie du sheng
75817,扫描器,sao miao qi
75818,双鸭山,shuang ya shan
75819,陈键兴,chen jian xing
75820,孙俊,sun jun
75821,示踪,shi zong
75822,鞋油,xie you
75823,陈丕显,chen pi xian
75824,焉耆,yan qi
75825,费雷拉,fei lei la
75826,秦老师,qin lao shi
75827,房地产类,fang di chan lei
75828,跳棋,tiao qi
75829,华约,hua yue
75830,水封,shui feng
75831,冬菜,dong cai
75832,向学,xiang xue
75833,后妻,hou qi
75834,整流罩,zheng liu zhao
75835,损人不利己,sun ren bu li ji
75836,谭飞,tan fei
75837,黑曜石,hei yao shi
75838,杨元元,yang yuan yuan
75839,无补,wu bu
75840,盐税,yan shui
75841,乳脂,ru zhi
75842,沟坎,gou kan
75843,苏绣,su xiu
75844,优质化,you zhi hua
75845,纸扇,zhi shan
75846,徐胜文,xu sheng wen
75847,酒泉市,jiu quan shi
75848,娃娃亲,wa wa qin
75849,拉巴特,la ba te
75850,既来之,ji lai zhi
75851,起笔,qi bi
75852,情痴,qing chi
75853,快完了,kuai wan le
75854,雅洁,ya jie
75855,龙灵珠,long ling zhu
75856,椰风,ye feng
75857,命官,ming guan
75858,瞧得起,qiao de qi
75859,四氯化碳,si lv hua tan
75860,班超,ban chao
75861,等高线,deng gao xian
75862,阿烈,a lie
75863,方小姐,fang xiao jie
75864,猪苓,zhu ling
75865,釵,chai
75866,通观,tong guan
75867,作贱,zuo jian
75868,果阿,guo a
75869,肖晓,xiao xiao
75870,臭名远扬,chou ming yuan yang
75871,玉容,yu rong
75872,杭白菊,hang bai ju
75873,沈国放,shen guo fang
75874,断尾,duan wei
75875,化繁为简,hua fan wei jian
75876,蛇行,she xing
75877,萧氏,xiao shi
75878,嚼头,jue tou
75879,译介,yi jie
75880,增辉,zeng hui
75881,文词,wen ci
75882,华融公司,hua rong gong si
75883,老姑娘,lao gu niang
75884,眼神经,yan shen jing
75885,东西湖区,dong xi hu qu
75886,陈晴,chen qing
75887,坐骨,zuo gu
75888,堡子,bu zi
75889,七荤八素,qi hun ba su
75890,牛心,niu xin
75891,蜂毒,feng du
75892,沈宇,shen yu
75893,曹方,cao fang
75894,双位,shuang wei
75895,吴倩莲,wu qian lian
75896,外来户,wai lai hu
75897,规模性,gui mo xing
75898,罗伟,luo wei
75899,赖先生,lai xian sheng
75900,曹可凡,cao ke fan
75901,偏殿,pian dian
75902,易得,yi de
75903,永修县,yong xiu xian
75904,清原,qing yuan
75905,泳道,yong dao
75906,不识时务,bu shi shi wu
75907,张继科,zhang ji ke
75908,杨凯生,yang kai sheng
75909,抖擞精神,dou sou jing shen
75910,运动运动,yun dong yun dong
75911,兴义县,xing yi xian
75912,饲养业,si yang ye
75913,舺,xia
75914,皮包骨头,pi bao gu tou
75915,军屯,jun tun
75916,诸生,zhu sheng
75917,上网者,shang wang zhe
75918,杨若兮,yang ruo xi
75919,粉蒸肉,fen zheng rou
75920,柔术,rou shu
75921,吕惠卿,lv hui qing
75922,吐口,tu kou
75923,扁圆,bian yuan
75924,百年难遇,bai nian nan yu
75925,石阡,shi qian
75926,消耗战,xiao hao zhan
75927,阴道口,yin dao kou
75928,孙家湾,sun jia wan
75929,投降派,tou xiang pai
75930,黄灿灿,huang can can
75931,活动部,huo dong bu
75932,多迪,duo di
75933,马年,ma nian
75934,貢,gong
75935,赵岳枫,zhao yue feng
75936,下斜肌,xia xie ji
75937,清越,qing yue
75938,系统综合,xi tong zong he
75939,让一让,rang yi rang
75940,泥泞不堪,ni ning bu kan
75941,济济,ji ji
75942,抽紧,chou jin
75943,茸毛,rong mao
75944,爬山虎,pa shan hu
75945,角钢,jiao gang
75946,姓方,xing fang
75947,松紧带,song jin dai
75948,宁海县,ning hai xian
75949,先端,xian duan
75950,后效,hou xiao
75951,心术不正,xin shu bu zheng
75952,曾强,ceng qiang
75953,漂了,piao le
75954,力持,li chi
75955,王警官,wang jing guan
75956,焊料,han liao
75957,双沟,shuang gou
75958,苏家屯区,su jia tun qu
75959,郑明,zheng ming
75960,模压,mo ya
75961,弗农,fu nong
75962,辽中,liao zhong
75963,工运,gong yun
75964,轧花厂,ya hua chang
75965,法力无边,fa li wu bian
75966,车旭,che xu
75967,孤品,gu pin
75968,口算,kou suan
75969,王兴,wang xing
75970,祸端,huo duan
75971,蓬莱市,peng lai shi
75972,处刑,chu xing
75973,谭雪,tan xue
75974,抬轿,tai jiao
75975,布莱恩特,bu lai en te
75976,国民会议,guo min hui yi
75977,家兄,jia xiong
75978,东海县,dong hai xian
75979,第五部分,di wu bu fen
75980,美援,mei yuan
75981,迪福,di fu
75982,蚂蟥,ma huang
75983,信从,xin cong
75984,宽容度,kuan rong du
75985,单倍体,dan bei ti
75986,都察院,du cha yuan
75987,鲑,gui
75988,石级,shi ji
75989,老叔,lao shu
75990,屈就,qu jiu
75991,铤,ding
75992,压轴戏,ya zhou xi
75993,第三把,di san ba
75994,水獭,shui ta
75995,频密,pin mi
75996,论功行赏,lun gong xing shang
75997,蝴,hu
75998,气层,qi ceng
75999,活塞杆,huo sai gan
76000,都昌,dou chang
76001,强之列,qiang zhi lie
76002,汪涌,wang yong
76003,资兴,zi xing
76004,孙主任,sun zhu ren
76005,榕江县,rong jiang xian
76006,引起公愤,yin qi gong fen
76007,货币型,huo bi xing
76008,毽子,jian zi
76009,王正福,wang zheng fu
76010,弓背,gong bei
76011,满期,man qi
76012,犯得着,fan de zhao
76013,间性,jian xing
76014,糖纸,tang zhi
76015,恶感,e gan
76016,杜鹏,du peng
76017,陆涛,lu tao
76018,抛进,pao jin
76019,高峻,gao jun
76020,总账,zong zhang
76021,高线,gao xian
76022,组织奖,zu zhi jiang
76023,钛金属,tai jin shu
76024,戈多,ge duo
76025,周月,zhou yue
76026,张放,zhang fang
76027,巴城,ba cheng
76028,陈锡文,chen xi wen
76029,澳门队,ao men dui
76030,刘扬,liu yang
76031,勸,quan
76032,林碧,lin bi
76033,人生一世,ren sheng yi shi
76034,吕娜,lv na
76035,新州,xin zhou
76036,具体作法,ju ti zuo fa
76037,灌口镇,guan kou zhen
76038,回单,hui dan
76039,余女士,yu nv shi
76040,不白之冤,bu bai zhi yuan
76041,咕嘟,gu du
76042,张忠霞,zhang zhong xia
76043,保票,bao piao
76044,竞技性,jing ji xing
76045,有眼无珠,you yan wu zhu
76046,喇叭口,la ba kou
76047,潲水油,shao shui you
76048,张默,zhang mo
